date,timeEpoch,time_domain_dt,frequency_domain_dxAmplitude,frequency_domain_dxPhase,Esw,Vt,time_domain_internalTemperature,time_domain_packageTemperature,time_domain_supplyVoltage,time_domain_collectorEmitterCurrent,Rth,RUL
12/24/2008 10:12:17 AM.555743694,3312987137.0,1.6e-08,1,1,958748.682912756,3.8824964006466383,-2255.7048860770856,234.2608874020645,4.441533844461113,0.09176961030776526,6108.878874603696,1752.4207439422607
12/24/2008 10:12:40 AM.367743968,3312987160.0,1.6e-08,1,1,1001915.1171067944,3.6981332207284963,-2255.8155696809085,229.6792666475327,4.440138600314228,0.08739525167261727,6405.138144047408,1729.4207439422607
12/24/2008 10:13:03 AM.162743568,3312987183.0,1.6e-08,1,1,970999.988753798,3.826687810812461,-2255.8155696809085,236.12267721065825,4.437348112021443,0.08739525167261727,6425.781262230624,1706.4207439422607
12/24/2008 10:13:26 AM.106743812,3312987206.0,1.6e-08,1,1,985166.7090211983,3.8267206264383433,-2255.9262629282402,227.3965515945525,4.438743356167672,0.08739525167261727,6401.552415944544,1683.4207439422607
12/24/2008 10:13:48 AM.839743614,3312987228.0,1.6e-08,1,1,955166.8358210969,3.828478891487232,-2255.8155696809085,237.57973029032726,4.426186158863402,0.1420747346408681,3965.0129233594125,1661.4207439422607
12/24/2008 10:14:11 AM.739743709,3312987251.0,1.6e-08,1,1,1179983.5901950907,3.855027646018847,-2256.036965823994,228.93455105569888,4.934055049720278,0.08739525167261727,5762.747449141331,1638.4207439422607
12/24/2008 10:14:34 AM.374743938,3312987274.0,1.6e-08,1,1,1198613.1752284754,3.865024551972306,-2255.4835477802985,227.68796200528837,4.917312118499974,0.15519781056277146,3253.81870404525,1615.4207439422607
12/24/2008 10:14:57 AM.021743774,3312987297.0,1.6e-08,1,1,1210943.8903918099,3.515162156249275,-2255.7048860770856,231.49248739267105,4.9214978513000425,0.1442619139609251,3503.1703851225843,1592.4207439422607
12/24/2008 10:15:19 AM.835743904,3312987319.0,1.6e-08,1,1,1181140.7814535415,3.8143742436839423,-2256.036965823994,241.7889956701611,4.931264561179848,0.08520807235519154,5944.60677046447,1570.4207439422607
12/24/2008 10:15:42 AM.492743968,3312987342.0,1.6e-08,1,1,1125508.0211259709,3.574739860703134,-2256.036965823994,253.55875674947646,4.920102607032983,0.15519781056277146,3286.578541393978,1547.4207439422607
12/24/2008 10:16:05 AM.413743972,3312987365.0,1.6e-08,1,1,1105644.0572355585,3.5414517014911637,-2256.1476783730895,247.892432960244,4.934055049720278,0.3498567705366903,1450.5977778190477,1524.4207439422607
12/24/2008 10:16:28 AM.032743930,3312987388.0,1.6e-08,1,1,1102718.6627181252,3.6133785016310793,-2256.036965823994,250.57988905820338,4.931264561179848,0.1005183275792528,5056.900382972702,1501.4207439422607
12/24/2008 10:16:48 AM.533743858,3312987408.0,1.6e-08,1,1,1068971.9292066025,3.565580667208524,-2256.36913245099,259.7593369754536,4.931264561179848,0.08739525167261727,5838.303549580982,1481.4207439422607
12/24/2008 10:17:13 AM.767743587,3312987433.0,1.6e-08,1,1,1059240.5254123802,2.809073698116706,-2256.258400580447,257.21758437745194,4.9214978513000425,0.135513196681318,3768.7371622223245,1456.4207439422607
12/24/2008 10:17:36 AM.576743602,3312987456.0,1.6e-08,1,1,1055235.8418225078,3.41332533042794,-2256.36913245099,253.55875674947646,4.928474072640904,0.13988755532091468,3640.5725283556867,1433.4207439422607
12/24/2008 10:17:59 AM.507743835,3312987479.0,1.6e-08,1,1,1062326.7946784268,3.854652914523618,-2256.8121566634795,250.8712999958038,4.925683584103447,0.13988755532091468,3639.3776542640308,1410.4207439422607
12/24/2008 10:18:17 AM.710743904,3312987497.0,1.6e-08,1,1,1051227.9003985543,2.975875672209334,-2256.4798739896387,258.4156078269467,4.931264561179848,0.10270550689737405,4965.55626558987,1392.4207439422607
12/24/2008 10:18:45 AM.092743873,3312987525.0,1.6e-08,1,1,1056653.9631813013,3.511496866783671,-2256.4798739896387,256.6995202204955,4.922893095567474,0.1442619139609251,3538.7623303013565,1364.4207439422607
12/24/2008 10:19:08 AM.025743961,3312987548.0,1.6e-08,1,1,1229401.8448153744,3.3781392720151504,-2256.701386090956,266.9798601076666,5.426576301308865,0.10270550689737405,4528.087976577385,1341.4207439422607
12/24/2008 10:19:30 AM.912743568,3312987570.0,1.6e-08,1,1,1248665.6397888348,3.202502056552026,-2256.8121566634795,272.0309910988172,5.420995323674034,0.13770037600106472,3387.721763631421,1319.4207439422607
12/24/2008 10:19:51 AM.346743583,3312987591.0,1.6e-08,1,1,1222513.456642056,3.5268791687321315,-2256.701386090956,279.93148260936533,5.425181056899534,0.1005183275792528,4651.554617500349,1298.4207439422607
12/24/2008 10:20:16 AM.348743915,3312987616.0,1.6e-08,1,1,1221415.464480498,3.228519312296026,-2256.8121566634795,276.2564581918938,5.418204834859108,0.14863627260135084,3145.3337037273927,1273.4207439422607
12/24/2008 10:20:39 AM.115743637,3312987639.0,1.6e-08,1,1,1204423.942668561,3.8533406533849126,-2256.922936923815,271.1567567273272,5.420995323674034,0.15301063124219338,3047.825657755678,1250.4207439422607
12/24/2008 10:21:02 AM.018743515,3312987662.0,1.6e-08,1,1,1230735.3025367463,3.8211297149089374,-2256.922936923815,268.74451779440665,5.426576301308865,0.10270550689737405,4531.65170988567,1227.4207439422607
12/24/2008 10:21:24 AM.816743850,3312987684.0,1.6e-08,1,1,1255959.7624539817,3.7814301411449707,-2257.144526527657,276.7745232335846,5.429366790128773,0.10270550689737405,4544.120339022237,1205.4207439422607
12/24/2008 10:21:45 AM.343743801,3312987705.0,1.6e-08,1,1,1197705.4450808093,3.804174790549082,-2257.144526527657,278.2801498993739,5.418204834859108,0.15082345192171992,3102.604492726688,1184.4207439422607
12/24/2008 10:22:10 AM.435743808,3312987730.0,1.6e-08,1,1,1361794.7614944938,3.5853135215146588,-2256.701386090956,274.9774852241709,5.425181056899534,0.08520807235519154,5476.633012936207,1159.4207439422607
12/24/2008 10:22:33 AM.315743923,3312987753.0,1.6e-08,1,1,1267618.117376998,3.740270732466239,-2257.144526527657,268.67975970932696,5.420995323674034,0.13770037600106472,3383.6775970725967,1136.4207439422607
12/24/2008 10:22:56 AM.062743663,3312987776.0,1.6e-08,1,1,1141477.1368568898,5.020763898822826,-2257.25533588103,265.70088819300975,5.425181056899534,0.07645935508647256,6082.258134670352,1113.4207439422607
12/24/2008 10:23:12 AM.067743778,3312987792.0,1.6e-08,1,1,1444845.6115478547,3.714590278839318,-2257.3661549419476,277.26020923228185,5.423785812490619,0.08520807235519154,5484.419631404519,1097.4207439422607
12/24/2008 10:23:42 AM.184743881,3312987822.0,1.6e-08,1,1,1222215.9419798022,3.337067652754319,-2257.3661549419476,274.36228308971135,5.425181056899534,0.08520807235519154,5476.7402377186145,1067.4207439422607
12/24/2008 10:24:05 AM.006743907,3312987845.0,1.6e-08,1,1,1193575.1384890582,2.5018022759169876,-2257.5878222061774,266.3646584093963,5.427971545718612,0.10489268621559544,4433.006868482166,1044.4207439422607
12/24/2008 10:24:27 AM.779743671,3312987867.0,1.6e-08,1,1,1138870.7166118068,3.4375002024062096,-2257.144526527657,279.23533251492086,5.422390568082119,0.08520807235519154,5489.626021718954,1022.4207439422607
12/24/2008 10:24:50 AM.611743927,3312987890.0,1.6e-08,1,1,1142207.6322242005,3.4358583431789262,-2257.698670419367,271.0919986284385,5.419600079266363,0.08520807235519154,5476.018408583758,999.4207439422607
12/24/2008 10:25:13 AM.468743801,3312987913.0,1.6e-08,1,1,1161902.2590478158,2.5032962347438805,-2257.5878222061774,271.3834100763714,5.420995323674034,0.14644909328108596,3185.5041071166684,976.4207439422607
12/24/2008 10:25:36 AM.288743972,3312987936.0,1.6e-08,1,1,1094459.9406582804,0.28521904830584144,-2257.9203960325976,274.8317794524039,5.427971545718612,0.08083371372063566,5772.4822050215225,953.4207439422607
12/24/2008 10:25:59 AM.223743915,3312987959.0,1.6e-08,1,1,1141547.775550303,3.427787501137522,-2257.698670419367,270.9139138584144,5.429366790128773,0.08520807235519154,5465.782834264622,930.4207439422607
12/24/2008 10:26:21 AM.970743656,3312987981.0,1.6e-08,1,1,1130650.8895254964,0.6295714856475428,-2257.698670419367,274.9612956938802,5.425181056899534,0.08520807235519154,5478.755358001801,908.4207439422607
12/24/2008 10:26:44 AM.821743965,3312988004.0,1.6e-08,1,1,929972.6836030773,5.342773502793028,-2257.9203960325976,268.2264531240945,5.419600079266363,0.1267644794033596,3677.001233533622,885.4207439422607
12/24/2008 10:27:07 AM.677743911,3312988027.0,1.6e-08,1,1,1146226.916191725,3.78545950190849,-2258.3639641449563,272.77570932083523,5.420995323674034,0.1420747346408681,3286.3985088742493,862.4207439422607
12/24/2008 10:27:30 AM.508743762,3312988050.0,1.6e-08,1,1,1126214.5516742412,2.8062485021715613,-2258.1421605946043,279.73720815993437,5.419600079266363,0.13332601736167432,3512.27755578344,839.4207439422607
12/24/2008 10:27:53 AM.426743984,3312988073.0,1.6e-08,1,1,1130879.7994742445,0.9398475149147151,-2258.03127344253,269.8454052973007,5.419600079266363,0.14644909328108596,3184.945136805236,816.4207439422607
12/24/2008 10:28:16 AM.211743831,3312988096.0,1.6e-08,1,1,1104421.065890031,3.3551066431809744,-2258.3639641449563,279.2839011247201,5.426576301308865,0.09395678962548791,4977.110402936498,793.4207439422607
12/24/2008 10:28:39 AM.060743808,3312988119.0,1.6e-08,1,1,1133320.3282862948,0.031808463214428956,-2258.3639641449563,269.44066723233993,5.422390568082119,0.13770037600106472,3385.459190411465,770.4207439422607
12/24/2008 10:28:59 AM.783743858,3312988139.0,1.6e-08,1,1,1135282.8834519722,3.3896202506378077,-2258.474880553137,279.17057436885773,5.418204834859108,0.13770037600106472,3401.2644455064833,750.4207439422607
12/24/2008 10:29:24 AM.924743652,3312988164.0,1.6e-08,1,1,1162568.0590006432,-0.0012645752664704264,-2258.3639641449563,270.54155480291007,5.430762034539351,0.08739525167261727,5328.242638537927,725.4207439422607
12/24/2008 10:29:47 AM.878743648,3312988187.0,1.6e-08,1,1,1178513.1172438469,0.05539322597452398,-2258.3639641449563,277.22783016503547,5.422390568082119,0.135513196681318,3450.6979941318104,702.4207439422607
12/24/2008 10:30:10 AM.587743759,3312988210.0,1.6e-08,1,1,1148771.9034879364,3.840445331034047,-2258.3639641449563,275.52792926811975,5.427971545718612,0.08958243099014178,5211.079227262144,679.4207439422607
12/24/2008 10:30:33 AM.474743843,3312988233.0,1.6e-08,1,1,1149569.261002434,0.6252947923040595,-2258.8076883691438,268.30740072727576,5.418204834859108,0.15082345192171992,3092.436033286989,656.4207439422607
12/24/2008 10:30:56 AM.356743812,3312988256.0,1.6e-08,1,1,1152512.2472114502,-0.3174861914703882,-2258.696742660276,276.4831116446406,5.430762034539351,0.15082345192171992,3095.1316444746553,633.4207439422607
12/24/2008 10:31:19 AM.286743640,3312988279.0,1.6e-08,1,1,1157828.178196403,-0.00011732136118841067,-2258.8076883691438,267.48173520180563,5.425181056899534,0.09614396894330993,4843.3607818874325,610.4207439422607
12/24/2008 10:31:42 AM.195743560,3312988302.0,1.6e-08,1,1,1123729.7171037633,3.013444652078104,-2258.696742660276,277.63256851246615,5.418204834859108,0.12457730008412618,3757.606572819754,587.4207439422607
12/24/2008 10:32:05 AM.174743652,3312988325.0,1.6e-08,1,1,1152297.4414194485,4.026841827246148,-2258.8076883691438,267.4007876044859,5.427971545718612,0.08739525167261727,5325.296438431067,564.4207439422607
12/24/2008 10:32:28 AM.097743988,3312988348.0,1.6e-08,1,1,1129955.654881022,3.4541611076919985,-2258.585806723261,278.40966618134337,5.418204834859108,0.1442619139609251,3245.731444667466,541.4207439422607
12/24/2008 10:32:50 AM.927743911,3312988370.0,1.6e-08,1,1,1156257.645056472,3.6361516516530745,-2258.9186438548163,265.943730950652,5.430762034539351,0.08520807235519154,5456.274320408085,519.4207439422607
12/24/2008 10:33:13 AM.850743770,3312988393.0,1.6e-08,1,1,1139749.2876148922,3.486482318305249,-2259.0296091222567,275.9326675531803,5.419600079266363,0.13770037600106472,3396.793410294183,496.42074394226074
12/24/2008 10:33:36 AM.784743785,3312988416.0,1.6e-08,1,1,1133691.2221438112,0.25182682103920406,-2259.0296091222567,279.6886395481176,5.419600079266363,0.1442619139609251,3247.0993336576903,473.42074394226074
12/24/2008 10:33:59 AM.854743957,3312988439.0,1.6e-08,1,1,1127746.8261727206,0.30014204940173556,-2259.2515690222817,274.5079888553212,5.423785812490619,0.135513196681318,3447.3174604989845,450.42074394226074
12/24/2008 10:34:22 AM.568743705,3312988462.0,1.6e-08,1,1,1145140.8807470975,2.7866776703657776,-2259.140584176425,270.93010338284574,5.426576301308865,0.0720849964527007,6467.878600883593,427.42074394226074
12/24/2008 10:34:45 AM.509743690,3312988485.0,1.6e-08,1,1,1145282.750179624,-0.6169080749081315,-2259.0296091222567,275.786961768853,5.425181056899534,0.0830208930378644,5627.880927703055,404.42074394226074
12/24/2008 10:35:08 AM.481743812,3312988508.0,1.6e-08,1,1,1132476.3429558338,0.15534438395213443,-2259.6956064218857,279.88291399668293,5.419600079266363,-0.2209970312000453,2120.3520046729454,381.42074394226074
12/24/2008 10:35:31 AM.580743789,3312988531.0,1.6e-08,1,1,1142791.8986890367,3.4703820343912577,-2259.5845823596237,269.65113102431417,5.430762034539351,0.08739525167261727,5328.938337155412,358.42074394226074
12/24/2008 10:35:54 AM.522743701,3312988554.0,1.6e-08,1,1,1146645.3432319395,3.173386742255616,-2259.4735681089123,277.29258829962345,5.418204834859108,0.13332601736167432,3511.6409860667563,335.42074394226074
12/24/2008 10:36:17 AM.514743804,3312988577.0,1.6e-08,1,1,1140613.8247807547,0.31278019425910353,-2259.5845823596237,272.5814349972753,5.429366790128773,0.08739525167261727,5336.483323528322,312.42074394226074
12/24/2008 10:36:40 AM.500743865,3312988600.0,1.6e-08,1,1,1131635.2170871599,3.048281376183504,-2259.5845823596237,269.13306631263805,5.427971545718612,0.09176961030776526,5076.494146719636,289.42074394226074
12/24/2008 10:37:03 AM.559743881,3312988623.0,1.6e-08,1,1,1080490.275341644,-0.007163240095412369,-2259.6956064218857,272.06337015091975,5.430762034539351,0.08083371372063566,5767.253659577588,266.42074394226074
12/24/2008 10:37:26 AM.564743518,3312988646.0,1.6e-08,1,1,1110207.250050855,3.108807470411313,-2259.5845823596237,274.3784726191293,5.420995323674034,0.1420747346408681,3290.0643503493166,243.42074394226074
12/24/2008 10:37:49 AM.546743869,3312988669.0,1.6e-08,1,1,1130901.2910140187,4.324571867406141e-05,-2259.5845823596237,276.2726477240785,5.429366790128773,0.08739525167261727,5344.2624719037285,220.42074394226074
12/24/2008 10:38:12 AM.366743564,3312988692.0,1.6e-08,1,1,1129817.3095627183,0.3227472496601124,-2259.917684000952,277.85922199353786,5.425181056899534,0.07645935508647256,6117.987336910118,197.42074394226074
12/24/2008 10:38:23 AM.802743911,3312988703.0,1.6e-08,1,1,1131037.663379709,2.60181339174837,-2259.8066403006715,278.0049278052689,5.427971545718612,0.09176961030776526,5094.750526114168,186.42074394226074
12/24/2008 10:38:23 AM.802743911,3312988703.0,1.6e-08,1,1,1131037.663379709,2.60181339174837,-2259.8066403006715,278.0049278052689,5.427971545718612,0.09176961030776526,5094.750526114168,186.42074394226074
12/24/2008 10:38:23 AM.802743911,3312988703.0,1.6e-08,1,1,1131037.663379709,2.60181339174837,-2259.8066403006715,278.0049278052689,5.427971545718612,0.09176961030776526,5094.750526114168,186.42074394226074
12/24/2008 10:38:23 AM.802743911,3312988703.0,1.6e-08,1,1,1131037.663379709,2.60181339174837,-2259.8066403006715,278.0049278052689,5.427971545718612,0.09176961030776526,5094.750526114168,186.42074394226074
12/24/2008 10:39:57 AM.703743934,3312988797.0,1.6e-08,1,1,1503007.9491613312,4.072667619875809,-2259.8066403006715,98.39937264300295,5.429366790128773,0.2711183147081756,1602.0412859021549,92.42074394226074
12/24/2008 10:40:26 AM.853743553,3312988826.0,1.6e-08,1,1,1426484.4109587758,0.05504728419131061,-2260.2508740804965,98.62602365686803,5.418204834859108,0.16613370716723758,2620.5478937001044,63.42074394226074
12/24/2008 10:40:26 AM.853743553,3312988826.0,1.6e-08,1,1,1426484.4109587758,0.05504728419131061,-2260.2508740804965,98.62602365686803,5.418204834859108,0.16613370716723758,2620.5478937001044,63.42074394226074
12/24/2008 10:41:02 AM.906743526,3312988862.0,1.6e-08,1,1,355411.6338225112,13.806457276558172,-2260.3619571164995,99.33835542493411,2.461682671247738,0.08739525167261727,10968.239984345053,27.420743942260742
